78,closed,M3,1428438286,[],-1,1428438292
77,closed,M3,1428435643,[],-1,1428435651
76,closed,M2,1428426116,[],-1,1428426119
75,closed,M3,1428367961,[],-1,1428367980
74,closed,M3,1428367311,['task'],-1,1428367565
73,closed,M2,1428367163,[],-1,1428367204
72,closed,M2,1428366887,"['generate script', 'task']",-1,1428367581
71,closed,M3,1428366735,"['enhancement', 'task']",-1,1428367083
70,closed,M3,1428357518,[],-1,1428357538
69,closed,M2,1428295096,[],-1,1428295101
68,closed,M2,1428279258,[],-1,1428279265
67,closed,M2,1427847798,[],-1,1427847809
66,closed,M1,1427757539,[],-1,1427769647
65,closed,M1,1427757315,[],-1,1427757320
64,closed,M1,1427572521,[],-1,1427572526
63,closed,M1,1427314556,['enhancement'],1427688000,1427314563
62,closed,M1,1427242947,"['task', 'Training']",1427688000,1427572554
61,closed,M1,1427242908,"['task', 'Training']",1427688000,1427572564
60,closed,M1,1427242842,"['task', 'Training']",1427688000,1427572574
59,closed,M2,1427212766,[],-1,1427212802
58,closed,M1,1427164957,['Testing'],1427688000,1427465759
57,closed,M1,1427156459,['Training'],1427688000,1427166854
56,closed,M1,1427156317,[],-1,1427156326
55,closed,M3,1427073525,[],-1,1427073924
54,closed,M1,1426946937,[],-1,1426946975
53,closed,M1,1426909076,"['enhancement', 'task']",1427688000,1427572540
52,closed,M1,1426908905,"['enhancement', 'task']",1427688000,1427242585
51,closed,M1,1426908813,"['enhancement', 'task']",1427688000,1427242604
50,closed,M1,1426908693,"['generate script', 'task']",1427688000,1427156702
49,closed,M2,1426569848,[],-1,1426569859
48,closed,M1,1425940911,['bug'],1426392000,1427073946
47,closed,M2,1425789989,"['bug', 'question']",-1,1426031508
46,closed,M1,1425765530,[],-1,1425765534
45,closed,M3,1425753627,[],-1,1425753633
44,closed,M1,1425745575,[],-1,1425745579
43,closed,M1,1425428449,"['generate script', 'task']",1425704400,1425753729
42,closed,M1,1425428025,[],-1,1425428030
41,closed,M2,1425425017,"['generate script', 'task']",1425704400,1425765551
40,closed,M1,1425360461,[],-1,1425360467
39,closed,M2,1425174122,[],-1,1425174127
38,closed,M3,1425070956,[],-1,1425169493
37,closed,M1,1424924065,[],-1,1424924074
36,closed,M1,1424920225,"['task', 'team discussion']",1425790800,1425434932
35,closed,M1,1424919825,['bug'],1425013200,1425092703
34,closed,M1,1424909521,[],-1,1424909532
33,closed,M1,1424835193,"['task', 'Testing']",1425013200,1425257916
32,closed,M1,1424835158,"['task', 'Testing']",1425013200,1425099570
31,closed,M1,1424835108,"['task', 'Testing']",1425013200,1424924121
30,closed,M1,1424835057,"['task', 'Testing']",1425013200,1425263215
29,closed,M1,1424834809,[],-1,1424834817
28,closed,M2,1424831569,[],-1,1424831575
27,closed,M2,1424829475,[],-1,1424829503
26,closed,M1,1424827321,['bug'],1425013200,1424829614
25,closed,M2,1424824484,[],-1,1424824494
24,closed,M3,1424765009,[],-1,1424765022
23,closed,M2,1424669716,[],-1,1424669731
22,closed,M1,1424659030,[],-1,1424659041
21,closed,M3,1424655156,[],-1,1424655165
20,closed,M3,1424653830,[],-1,1424653890
19,closed,M1,1424645778,[],-1,1424645804
18,closed,M1,1424642241,"['generate script', 'task']",1425013200,1424715955
17,closed,M2,1424471527,['question'],-1,1424534576
16,closed,M1,1424408744,['team discussion'],1425013200,1424659271
15,closed,M1,1424405399,"['generate script', 'Testing']",1425013200,1424641462
14,closed,M1,1424404635,"['enhancement', 'task']",1425013200,1424659103
13,closed,M1,1424403832,"['task', 'Training']",1425013200,1424888049
12,closed,M1,1424403510,"['task', 'Training']",1425013200,1425099349
11,closed,M1,1424402973,"['task', 'Training']",1425013200,1424834845
10,closed,M1,1424402759,"['help wanted', 'task', 'Training']",1425013200,1425261916
9,closed,M1,1424402127,"['bug', 'help wanted']",1425013200,1424670386
8,closed,M1,1423513554,"['bug', 'enhancement']",1424754000,1424875603
7,closed,M1,1423187937,"['enhancement', 'help wanted', 'task']",1424754000,1424655317
6,closed,M1,1423187756,"['enhancement', 'Training']",1423544400,1423608635
5,closed,M1,1422411625,['task'],-1,1423510613
4,closed,M1,1422411547,['task'],1423544400,1423187922
3,closed,M1,1422411479,['task'],1423544400,1422944386
2,closed,M1,1422411403,"['bug', 'task']",1424754000,1423958521
1,closed,M1,1422411294,['bug'],1424754000,1423684879
