M0,1428440309
M0,1428439531
M0,1428438600
M0,1428438292
M0,1428438190
M0,1428437753
M0,1428435651
M0,1428435535
M0,1428435448
M0,1428428711
M0,1428423146
M0,1428422635
M0,1428422247
M0,1428367979
M0,1428367555
M0,1428366974
M0,1428357538
M0,1428357487
M0,1428357404
M0,1428357333
M0,1427073924
M0,1427058187
M0,1425753633
M0,1425753592
M0,1425099458
M0,1425099264
M0,1425070787
M0,1424765022
M0,1424764860
M0,1424658891
M0,1424655165
M0,1424654957
M0,1424653890
M0,1424653587
M0,1424653327
M0,1423958360
M1,1428444923
M1,1428442658
M1,1428441445
M1,1428441355
M1,1428438042
M1,1428437854
M1,1428437702
M1,1428371869
M1,1427769647
M1,1427769638
M1,1427769398
M1,1427757435
M1,1427757320
M1,1427757261
M1,1427572526
M1,1427572489
M1,1427314563
M1,1427314529
M1,1427156326
M1,1427156369
M1,1426946975
M1,1426946993
M1,1426908711
M1,1425765534
M1,1425765554
M1,1425745579
M1,1425745597
M1,1425428030
M1,1425428029
M1,1425360467
M1,1425360464
M1,1425169493
M1,1425169442
M1,1424924074
M1,1424924011
M1,1424909532
M1,1424909470
M1,1424834817
M1,1424834726
M1,1424834540
M1,1424834328
M1,1424659041
M1,1424658860
M1,1424658340
M1,1424658212
M1,1424645804
M1,1424534884
M1,1424534791
M2,1428370654
M2,1428370512
M2,1428369403
M2,1428368427
M2,1428368044
M2,1428367950
M2,1428367177
M2,1427466276
M2,1427465734
M2,1427167845
M2,1427165691
M2,1427163261
M2,1426643177
M2,1425264272
M2,1425264207
M2,1425263975
M2,1425263467
M2,1425263186
M2,1425262966
M2,1425175542
M2,1425169918
M2,1424837642
M2,1424837409
M2,1424545501
M2,1424533437
M2,1423684771
M3,1428441839
M3,1428441765
M3,1428441675
M3,1428441562
M3,1428439991
M3,1428436584
M3,1428436364
M3,1428435775
M3,1428435576
M3,1428435481
M3,1428431990
M3,1428430142
M3,1428429935
M3,1428429099
M3,1428426536
M3,1428426425
M3,1428426119
M3,1428426049
M3,1428425885
M3,1428425358
M3,1428424261
M3,1428367308
M3,1428367203
M3,1428365431
M3,1428295101
M3,1428294918
M3,1428282216
M3,1428279265
M3,1428279176
M3,1428278699
M3,1428278476
M3,1428275927
M3,1427847809
M3,1427847528
M3,1427847364
M3,1427212802
M3,1427209981
M3,1427209501
M3,1426569859
M3,1426569760
M3,1425174127
M3,1425174069
M3,1424873749
M3,1424873476
M3,1424831575
M3,1424831432
M3,1424831388
M3,1424829503
M3,1424829422
M3,1424829375
M3,1424824494
M3,1424824425
M3,1424824414
M3,1424824353
M3,1424824309
M3,1424671288
M3,1424670667
M3,1424669731
M3,1424669093
M3,1424581025
