M0,1428442890
M0,1428442412
M0,1428442378
M0,1428442307
M0,1428440398
M0,1428440355
M0,1428440256
M0,1428440117
M0,1428439928
M0,1428439746
M0,1428439486
M0,1428428897
M0,1428427425
M0,1428372890
M0,1428372837
M0,1428371378
M0,1428371327
M0,1428371293
M0,1428371222
M0,1428370930
M0,1428367950
M0,1428367180
M0,1428366786
M0,1428342032
M0,1428341905
M0,1428341851
M0,1428341675
M0,1428335867
M0,1428335726
M0,1428335697
M0,1428332983
M0,1428332882
M0,1428331712
M0,1428331509
M0,1427939334
M0,1427939165
M0,1427939089
M0,1427938948
M0,1427937971
M0,1427937294
M0,1427937001
M0,1427936923
M0,1427921916
M0,1427921902
M0,1427917179
M0,1427917148
M0,1427917026
M0,1427916332
M0,1427916275
M0,1427853793
M0,1427851960
M0,1427851680
M0,1427851542
M0,1427851223
M0,1427844417
M0,1427842287
M0,1427764283
M0,1427584565
M0,1427584499
M0,1427426650
M0,1427426626
M0,1427335320
M0,1427335192
M0,1427334556
M0,1427334537
M0,1427334299
M0,1427334251
M0,1427334172
M0,1427334109
M0,1426902893
M0,1426891799
M0,1425419436
M0,1425416528
M0,1425416276
M0,1425415864
M0,1425364251
M0,1425364017
M0,1425363471
M0,1425362996
M0,1425362671
M0,1425361297
M0,1425361019
M0,1425357529
M0,1425356134
M0,1425353373
M0,1425348246
M0,1425348210
M0,1425323774
M0,1425323020
M0,1425321317
M0,1423600957
M0,1423600529
M1,1429062772
M1,1429062729
M1,1429046136
M1,1428441371
M1,1428441012
M1,1428440705
M1,1428440678
M1,1428423346
M1,1428423082
M1,1428422735
M1,1428381133
M1,1428381120
M1,1428380802
M1,1428379773
M1,1428379746
M1,1428379419
M1,1428373468
M1,1428373163
M1,1428373144
M1,1428371989
M1,1428371736
M1,1428371130
M1,1428370453
M1,1428370296
M1,1428369125
M1,1428369042
M1,1428366406
M1,1428366005
M1,1428365508
M1,1428365308
M1,1428364718
M1,1428363350
M1,1428363207
M1,1428363109
M1,1428363004
M1,1428356757
M1,1428356295
M1,1428356234
M1,1428356053
M1,1428356033
M1,1428343093
M1,1428342858
M1,1428342807
